Ticker,CorrelationStatus,CorrelationMethod,ReturnType,MostCorrelatedTicker,Correlation,OverlapDays,MissingDataFields,Reason
AERT,Low Co-movement,Pearson,daily_pct_return,ACAA,-0.2686504903862016,32,,"AERT is most correlated with ACAA at -0.27 over 32 overlapping local return days. This is concentration context, not a trade instruction."
AES,Low Co-movement,Pearson,daily_pct_return,AGNC,0.37220784541302815,610,,"AES is most correlated with AGNC at 0.37 over 610 overlapping local return days. This is concentration context, not a trade instruction."
AEVA,Low Co-movement,Pearson,daily_pct_return,AKTS,0.3751765403420129,89,,"AEVA is most correlated with AKTS at 0.38 over 89 overlapping local return days. This is concentration context, not a trade instruction."
AEYE,Low Co-movement,Pearson,daily_pct_return,HOOD,0.40225182604562754,608,,"AEYE is most correlated with HOOD at 0.40 over 608 overlapping local return days. This is concentration context, not a trade instruction."
AFBI,Low Co-movement,Pearson,daily_pct_return,ACAA,-0.4354271482768243,32,,"AFBI is most correlated with ACAA at -0.44 over 32 overlapping local return days. This is concentration context, not a trade instruction."
AFCG,Low Co-movement,Pearson,daily_pct_return,ACIW,0.32206699686858214,610,,"AFCG is most correlated with ACIW at 0.32 over 610 overlapping local return days. This is concentration context, not a trade instruction."
AFJK,Moderate Co-movement,Pearson,daily_pct_return,ACAA,0.5256632963040055,32,,"AFJK is most correlated with ACAA at 0.53 over 32 overlapping local return days. This is concentration context, not a trade instruction."
AFL,Moderate Co-movement,Pearson,daily_pct_return,ACGL,0.6105527016593133,610,,"AFL is most correlated with ACGL at 0.61 over 610 overlapping local return days. This is concentration context, not a trade instruction."
AFRI,Low Co-movement,Pearson,daily_pct_return,AACO,-0.3114303196024195,29,,"AFRI is most correlated with AACO at -0.31 over 29 overlapping local return days. This is concentration context, not a trade instruction."
AFRM,Moderate Co-movement,Pearson,daily_pct_return,HOOD,0.522664587868915,608,,"AFRM is most correlated with HOOD at 0.52 over 608 overlapping local return days. This is concentration context, not a trade instruction."
AFYA,Low Co-movement,Pearson,daily_pct_return,AACO,0.2980171796605035,29,,"AFYA is most correlated with AACO at 0.30 over 29 overlapping local return days. This is concentration context, not a trade instruction."
AGAE,Low Co-movement,Pearson,daily_pct_return,AACI,0.32862100557376445,40,,"AGAE is most correlated with AACI at 0.33 over 40 overlapping local return days. This is concentration context, not a trade instruction."
AGCC,Low Co-movement,Pearson,daily_pct_return,AKTS,0.24579309202097877,89,,"AGCC is most correlated with AKTS at 0.25 over 89 overlapping local return days. This is concentration context, not a trade instruction."
AGEN,Low Co-movement,Pearson,daily_pct_return,HOOD,0.28783269346572216,608,,"AGEN is most correlated with HOOD at 0.29 over 608 overlapping local return days. This is concentration context, not a trade instruction."
AGIO,Low Co-movement,Pearson,daily_pct_return,ABUS,0.24859696739742274,610,,"AGIO is most correlated with ABUS at 0.25 over 610 overlapping local return days. This is concentration context, not a trade instruction."
AGMB,Low Co-movement,Pearson,daily_pct_return,ADAG,0.40789940344267306,70,,"AGMB is most correlated with ADAG at 0.41 over 70 overlapping local return days. This is concentration context, not a trade instruction."
AGMH,Low Co-movement,Pearson,daily_pct_return,AACO,-0.23208177062998486,29,,"AGMH is most correlated with AACO at -0.23 over 29 overlapping local return days. This is concentration context, not a trade instruction."
AGNC,Moderate Co-movement,Pearson,daily_pct_return,ADAM,0.6168476621595976,610,,"AGNC is most correlated with ADAM at 0.62 over 610 overlapping local return days. This is concentration context, not a trade instruction."
AGNT,Low Co-movement,Pearson,daily_pct_return,ALRM,0.4422283886289568,610,,"AGNT is most correlated with ALRM at 0.44 over 610 overlapping local return days. This is concentration context, not a trade instruction."
AGPU,Low Co-movement,Pearson,daily_pct_return,ACAA,0.2978031366650142,32,,"AGPU is most correlated with ACAA at 0.30 over 32 overlapping local return days. This is concentration context, not a trade instruction."
AGRZ,Low Co-movement,Pearson,daily_pct_return,ALPS,0.4100413423845486,136,,"AGRZ is most correlated with ALPS at 0.41 over 136 overlapping local return days. This is concentration context, not a trade instruction."
AGYS,Low Co-movement,Pearson,daily_pct_return,ADSK,0.39610494885804626,610,,"AGYS is most correlated with ADSK at 0.40 over 610 overlapping local return days. This is concentration context, not a trade instruction."
AHCO,Low Co-movement,Pearson,daily_pct_return,AGNT,0.3148208818139319,610,,"AHCO is most correlated with AGNT at 0.31 over 610 overlapping local return days. This is concentration context, not a trade instruction."
AHMA,Low Co-movement,Pearson,daily_pct_return,ALL,-0.2625936074586936,144,,"AHMA is most correlated with ALL at -0.26 over 144 overlapping local return days. This is concentration context, not a trade instruction."
AIAI,Insufficient Overlap,Pearson,daily_pct_return,,,0,20 overlapping return days,AIAI does not have at least 20 overlapping local return days with another ticker.
AIDX,Low Co-movement,Pearson,daily_pct_return,ABTS,-0.3647157822833156,63,,"AIDX is most correlated with ABTS at -0.36 over 63 overlapping local return days. This is concentration context, not a trade instruction."
AIFC,Low Co-movement,Pearson,daily_pct_return,AISP,0.2839449864228027,610,,"AIFC is most correlated with AISP at 0.28 over 610 overlapping local return days. This is concentration context, not a trade instruction."
AIFF,Low Co-movement,Pearson,daily_pct_return,ALMR,0.3490427929309699,27,,"AIFF is most correlated with ALMR at 0.35 over 27 overlapping local return days. This is concentration context, not a trade instruction."
AIFU,Low Co-movement,Pearson,daily_pct_return,AIDX,-0.19240326495367194,63,,"AIFU is most correlated with AIDX at -0.19 over 63 overlapping local return days. This is concentration context, not a trade instruction."
AIG,Moderate Co-movement,Pearson,daily_pct_return,ACGL,0.5448522768768592,610,,"AIG is most correlated with ACGL at 0.54 over 610 overlapping local return days. This is concentration context, not a trade instruction."
AIHS,Low Co-movement,Pearson,daily_pct_return,AACI,0.19060532271347963,40,,"AIHS is most correlated with AACI at 0.19 over 40 overlapping local return days. This is concentration context, not a trade instruction."
AIIO,Low Co-movement,Pearson,daily_pct_return,AEHL,0.21694365062237211,610,,"AIIO is most correlated with AEHL at 0.22 over 610 overlapping local return days. This is concentration context, not a trade instruction."
AIIR,Low Co-movement,Pearson,daily_pct_return,AACI,0.2597466182989087,40,,"AIIR is most correlated with AACI at 0.26 over 40 overlapping local return days. This is concentration context, not a trade instruction."
AIMD,Low Co-movement,Pearson,daily_pct_return,ALIS,0.22755192940791868,123,,"AIMD is most correlated with ALIS at 0.23 over 123 overlapping local return days. This is concentration context, not a trade instruction."
AIOS,Moderate Co-movement,Pearson,daily_pct_return,AACO,-0.5574865051074652,29,,"AIOS is most correlated with AACO at -0.56 over 29 overlapping local return days. This is concentration context, not a trade instruction."
AIOT,Low Co-movement,Pearson,daily_pct_return,SMH,0.4003537047265342,608,,"AIOT is most correlated with SMH at 0.40 over 608 overlapping local return days. This is concentration context, not a trade instruction."
AIP,Moderate Co-movement,Pearson,daily_pct_return,SMH,0.5342201645740744,608,,"AIP is most correlated with SMH at 0.53 over 608 overlapping local return days. This is concentration context, not a trade instruction."
AIRE,Low Co-movement,Pearson,daily_pct_return,AACO,-0.3277561817211639,29,,"AIRE is most correlated with AACO at -0.33 over 29 overlapping local return days. This is concentration context, not a trade instruction."
AIRG,Low Co-movement,Pearson,daily_pct_return,AEIS,0.21873788011987966,610,,"AIRG is most correlated with AEIS at 0.22 over 610 overlapping local return days. This is concentration context, not a trade instruction."
AIRJ,Low Co-movement,Pearson,daily_pct_return,ADAC,0.3158324000781706,69,,"AIRJ is most correlated with ADAC at 0.32 over 69 overlapping local return days. This is concentration context, not a trade instruction."
AIRO,Low Co-movement,Pearson,daily_pct_return,AEVA,0.35857456742202554,233,,"AIRO is most correlated with AEVA at 0.36 over 233 overlapping local return days. This is concentration context, not a trade instruction."
AIRS,Low Co-movement,Pearson,daily_pct_return,AACO,-0.3302369076555647,29,,"AIRS is most correlated with AACO at -0.33 over 29 overlapping local return days. This is concentration context, not a trade instruction."
AIRT,Low Co-movement,Pearson,daily_pct_return,ALMR,-0.2817026035147251,26,,"AIRT is most correlated with ALMR at -0.28 over 26 overlapping local return days. This is concentration context, not a trade instruction."
AISP,Low Co-movement,Pearson,daily_pct_return,AACO,-0.3820758579194745,29,,"AISP is most correlated with AACO at -0.38 over 29 overlapping local return days. This is concentration context, not a trade instruction."
AIXC,Moderate Co-movement,Pearson,daily_pct_return,ALMR,0.5864339929908118,27,,"AIXC is most correlated with ALMR at 0.59 over 27 overlapping local return days. This is concentration context, not a trade instruction."
AIZ,Moderate Co-movement,Pearson,daily_pct_return,ALL,0.5598309397281908,610,,"AIZ is most correlated with ALL at 0.56 over 610 overlapping local return days. This is concentration context, not a trade instruction."
AJG,Moderate Co-movement,Pearson,daily_pct_return,AON,0.6848200396757345,610,,"AJG is most correlated with AON at 0.68 over 610 overlapping local return days. This is concentration context, not a trade instruction."
AKAM,Low Co-movement,Pearson,daily_pct_return,AMPL,0.32531661459384753,610,,"AKAM is most correlated with AMPL at 0.33 over 610 overlapping local return days. This is concentration context, not a trade instruction."
AKAN,Low Co-movement,Pearson,daily_pct_return,ALMR,0.3300404904787958,27,,"AKAN is most correlated with ALMR at 0.33 over 27 overlapping local return days. This is concentration context, not a trade instruction."
AKBA,Low Co-movement,Pearson,daily_pct_return,AACI,0.3072780457689259,40,,"AKBA is most correlated with AACI at 0.31 over 40 overlapping local return days. This is concentration context, not a trade instruction."
AKTS,Low Co-movement,Pearson,daily_pct_return,AACO,-0.4715574099705644,29,,"AKTS is most correlated with AACO at -0.47 over 29 overlapping local return days. This is concentration context, not a trade instruction."
ALAB,Moderate Co-movement,Pearson,daily_pct_return,CRDO,0.5912666849840171,540,,"ALAB is most correlated with CRDO at 0.59 over 540 overlapping local return days. This is concentration context, not a trade instruction."
ALB,Low Co-movement,Pearson,daily_pct_return,AEIS,0.42635312624067556,610,,"ALB is most correlated with AEIS at 0.43 over 610 overlapping local return days. This is concentration context, not a trade instruction."
ALBT,Low Co-movement,Pearson,daily_pct_return,ACAA,0.28929602564484,32,,"ALBT is most correlated with ACAA at 0.29 over 32 overlapping local return days. This is concentration context, not a trade instruction."
ALCO,Low Co-movement,Pearson,daily_pct_return,ACNB,0.3374711248352783,610,,"ALCO is most correlated with ACNB at 0.34 over 610 overlapping local return days. This is concentration context, not a trade instruction."
ALDF,Low Co-movement,Pearson,daily_pct_return,AACB,0.1785753957965487,279,,"ALDF is most correlated with AACB at 0.18 over 279 overlapping local return days. This is concentration context, not a trade instruction."
ALDX,Low Co-movement,Pearson,daily_pct_return,ABOS,0.2591974125706147,610,,"ALDX is most correlated with ABOS at 0.26 over 610 overlapping local return days. This is concentration context, not a trade instruction."
ALEC,Low Co-movement,Pearson,daily_pct_return,ABCL,0.3413068956431384,610,,"ALEC is most correlated with ABCL at 0.34 over 610 overlapping local return days. This is concentration context, not a trade instruction."
ALF,Low Co-movement,Pearson,daily_pct_return,ACAA,0.30307551569089514,32,,"ALF is most correlated with ACAA at 0.30 over 32 overlapping local return days. This is concentration context, not a trade instruction."
ALGM,Moderate Co-movement,Pearson,daily_pct_return,ADI,0.6660182484062178,610,,"ALGM is most correlated with ADI at 0.67 over 610 overlapping local return days. This is concentration context, not a trade instruction."
ALGN,Low Co-movement,Pearson,daily_pct_return,AACO,-0.44946995439813153,29,,"ALGN is most correlated with AACO at -0.45 over 29 overlapping local return days. This is concentration context, not a trade instruction."
ALGS,Low Co-movement,Pearson,daily_pct_return,AEAQ,-0.2710061725701129,79,,"ALGS is most correlated with AEAQ at -0.27 over 79 overlapping local return days. This is concentration context, not a trade instruction."
ALGT,Moderate Co-movement,Pearson,daily_pct_return,AAL,0.6486367881912746,610,,"ALGT is most correlated with AAL at 0.65 over 610 overlapping local return days. This is concentration context, not a trade instruction."
ALHC,Low Co-movement,Pearson,daily_pct_return,AACO,0.2501329628310111,29,,"ALHC is most correlated with AACO at 0.25 over 29 overlapping local return days. This is concentration context, not a trade instruction."
ALIS,Low Co-movement,Pearson,daily_pct_return,AGYS,0.2663969069084353,123,,"ALIS is most correlated with AGYS at 0.27 over 123 overlapping local return days. This is concentration context, not a trade instruction."
ALKS,Low Co-movement,Pearson,daily_pct_return,AKTS,0.32734743159239993,89,,"ALKS is most correlated with AKTS at 0.33 over 89 overlapping local return days. This is concentration context, not a trade instruction."
ALKT,Low Co-movement,Pearson,daily_pct_return,ALRM,0.49625910338912516,610,,"ALKT is most correlated with ALRM at 0.50 over 610 overlapping local return days. This is concentration context, not a trade instruction."
ALL,Moderate Co-movement,Pearson,daily_pct_return,ACGL,0.6494710961269633,610,,"ALL is most correlated with ACGL at 0.65 over 610 overlapping local return days. This is concentration context, not a trade instruction."
ALLE,Moderate Co-movement,Pearson,daily_pct_return,AOS,0.6293506324875171,610,,"ALLE is most correlated with AOS at 0.63 over 610 overlapping local return days. This is concentration context, not a trade instruction."
