Ticker,LiquidityStatus,LiquidityScore,LiquidityInputsUsed,LiquidityBlindSpots,AvgVolume20D,AvgDollarVolume20D,LatestClose,LatestVolume,VolumeTrend5DVs20D,VolatilityProxy20D,MissingDataFields,Reason
ABCL,Moderate Liquidity,45,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",9474212.75,44767571.36801028,5.375,5171355.0,-0.09606726954701328,0.06373658928034362,,"ABCL liquidity status is Moderate Liquidity using local close and volume rows only. Average 20-day dollar volume is 44,767,571 when calculable."
ABEO,Moderate Liquidity,47,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",1190036.0,6703776.900293827,5.755000114440918,720320.0,-0.38075486791996205,0.03378299803436148,,"ABEO liquidity status is Moderate Liquidity using local close and volume rows only. Average 20-day dollar volume is 6,703,777 when calculable."
ABLV,Thin / Needs Review,20,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",113145.8,106212.93330984116,1.0,120416.0,0.10373694825614388,0.10271918206353078,,"ABLV liquidity status is Thin / Needs Review using local close and volume rows only. Average 20-day dollar volume is 106,213 when calculable."
ABNB,Liquid,85,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",3976250.15,544280442.1556008,133.1750946044922,1727903.0,-0.050441884296439365,0.014503262197791383,,"ABNB liquidity status is Liquid using local close and volume rows only. Average 20-day dollar volume is 544,280,442 when calculable."
ABOS,Thin / Needs Review,30,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",307195.3,741285.3672558069,2.549999952316284,213006.0,0.08641375698130815,0.038461553981512867,,"ABOS liquidity status is Thin / Needs Review using local close and volume rows only. Average 20-day dollar volume is 741,285 when calculable."
ABSI,Moderate Liquidity,47,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",4476525.1,24101119.075985193,5.195000171661377,1620602.0,-0.4207559787836328,0.052643247679017076,,"ABSI liquidity status is Moderate Liquidity using local close and volume rows only. Average 20-day dollar volume is 24,101,119 when calculable."
ABT,Liquid,85,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",12270761.5,1065061834.8128166,85.73529815673828,6258330.0,-0.3092110868587903,0.016383543045404503,,"ABT liquidity status is Liquid using local close and volume rows only. Average 20-day dollar volume is 1,065,061,835 when calculable."
ABTC,Moderate Liquidity,55,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",12471873.95,14264797.9311244,1.065000057220459,5546979.0,-0.33442112762853893,0.041432956604587824,,"ABTC liquidity status is Moderate Liquidity using local close and volume rows only. Average 20-day dollar volume is 14,264,798 when calculable."
ABTS,Thin / Needs Review,12,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",1468195.0,1855335.655311644,0.8798999786376953,14400.0,-0.9715432895494127,0.06578636245316706,,"ABTS liquidity status is Thin / Needs Review using local close and volume rows only. Average 20-day dollar volume is 1,855,336 when calculable."
ABUS,Moderate Liquidity,63,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",1234613.4,5411730.081253052,4.670000076293945,2229268.0,0.6461133501385943,0.021473900251224226,,"ABUS liquidity status is Moderate Liquidity using local close and volume rows only. Average 20-day dollar volume is 5,411,730 when calculable."
ABVC,Thin / Needs Review,38,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",100193.85,113169.13605594038,1.3600000143051147,184977.0,0.6761048707081321,0.038620695835689514,,"ABVC liquidity status is Thin / Needs Review using local close and volume rows only. Average 20-day dollar volume is 113,169 when calculable."
ABVE,Thin / Needs Review,12,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",4632343.5,2990391.33418335,0.4934000074863434,2119070.0,-0.40190229848024006,0.10756676990951444,,"ABVE liquidity status is Thin / Needs Review using local close and volume rows only. Average 20-day dollar volume is 2,990,391 when calculable."
ACAA,Thin / Needs Review,43,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",6171.7,61295.132562637315,9.93000030517578,34434.0,0.34270946416708514,0.0010296602746909806,,"ACAA liquidity status is Thin / Needs Review using local close and volume rows only. Average 20-day dollar volume is 61,295 when calculable."
ACAD,Moderate Liquidity,55,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",1729200.8,37603311.4828331,21.309999465942383,450416.0,-0.28743775737323285,0.02183890580835587,,"ACAD liquidity status is Moderate Liquidity using local close and volume rows only. Average 20-day dollar volume is 37,603,311 when calculable."
ACB,Thin / Needs Review,30,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",679809.4,2321861.1547702313,3.490000009536743,370088.0,-0.12737658526051576,0.023039436984318266,,"ACB liquidity status is Thin / Needs Review using local close and volume rows only. Average 20-day dollar volume is 2,321,861 when calculable."
ACCL,Thin / Needs Review,30,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",14977.15,21780.724545043708,1.4299999475479126,12443.0,-0.0019062371679524626,0.024807094779740944,,"ACCL liquidity status is Thin / Needs Review using local close and volume rows only. Average 20-day dollar volume is 21,781 when calculable."
ACDC,Moderate Liquidity,55,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",1365757.0,9950765.21642065,6.849999904632568,853240.0,-0.035605894752873346,0.0382340698701525,,"ACDC liquidity status is Moderate Liquidity using local close and volume rows only. Average 20-day dollar volume is 9,950,765 when calculable."
ACET,Thin / Needs Review,30,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",104913.3,844362.7567611694,8.523599624633789,81066.0,-0.002669823559072193,0.03979958154789494,,"ACET liquidity status is Thin / Needs Review using local close and volume rows only. Average 20-day dollar volume is 844,363 when calculable."
ACFN,Thin / Needs Review,30,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",9938.65,176994.24712839126,16.780000686645508,5473.0,-0.18353096245465927,0.041030792262784326,,"ACFN liquidity status is Thin / Needs Review using local close and volume rows only. Average 20-day dollar volume is 176,994 when calculable."
ACGL,Liquid,85,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",2489141.2,235056535.69136658,91.3000030517578,1699324.0,-0.18717154334193664,0.01573270943521392,,"ACGL liquidity status is Liquid using local close and volume rows only. Average 20-day dollar volume is 235,056,536 when calculable."
ACHC,Liquid,80,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",3125020.15,80403298.14350395,24.01499938964844,547803.0,-0.23954391142085907,0.03977925195300059,,"ACHC liquidity status is Liquid using local close and volume rows only. Average 20-day dollar volume is 80,403,298 when calculable."
ACHV,Moderate Liquidity,55,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",1257308.2,6337909.336320686,4.855000019073486,1267764.0,-0.18871697488332606,0.05191156196180885,,"ACHV liquidity status is Moderate Liquidity using local close and volume rows only. Average 20-day dollar volume is 6,337,909 when calculable."
ACIC,Thin / Needs Review,30,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",272958.65,2948767.227821064,10.760000228881836,209573.0,0.0009376878146194478,0.033258416693742486,,"ACIC liquidity status is Thin / Needs Review using local close and volume rows only. Average 20-day dollar volume is 2,948,767 when calculable."
ACIU,Thin / Needs Review,22,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",265524.5,766388.2204238176,2.950000047683716,135090.0,-0.3605185208897861,0.02005638854950636,,"ACIU liquidity status is Thin / Needs Review using local close and volume rows only. Average 20-day dollar volume is 766,388 when calculable."
ACIW,Moderate Liquidity,55,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",701753.3,30314541.19010353,42.39500045776367,568966.0,-0.26265654896100954,0.027527518528935566,,"ACIW liquidity status is Moderate Liquidity using local close and volume rows only. Average 20-day dollar volume is 30,314,541 when calculable."
ACLS,Liquid,72,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",677409.75,105230315.17140579,158.5850067138672,346995.0,-0.39817960990375467,0.05866331421837017,,"ACLS liquidity status is Liquid using local close and volume rows only. Average 20-day dollar volume is 105,230,315 when calculable."
ACMR,Liquid,80,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",1755834.05,115811812.41264305,88.5999984741211,1475081.0,0.07972402061572947,0.047174802681056206,,"ACMR liquidity status is Liquid using local close and volume rows only. Average 20-day dollar volume is 115,811,812 when calculable."
ACN,Liquid,72,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",5651377.75,983118070.8081284,177.46499633789062,2769255.0,-0.3702294984616804,0.02505883809131178,,"ACN liquidity status is Liquid using local close and volume rows only. Average 20-day dollar volume is 983,118,071 when calculable."
ACNB,Thin / Needs Review,35,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",47351.7,2498824.108613968,54.34000015258789,43834.0,0.015524257840795697,0.013468424666201574,,"ACNB liquidity status is Thin / Needs Review using local close and volume rows only. Average 20-day dollar volume is 2,498,824 when calculable."
ACNT,Thin / Needs Review,30,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",70491.4,992889.7624259948,14.095000267028809,31128.0,-0.262241918872373,0.023362237972837804,,"ACNT liquidity status is Thin / Needs Review using local close and volume rows only. Average 20-day dollar volume is 992,890 when calculable."
ACOG,Thin / Needs Review,30,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",32118.75,189781.43590509892,5.769999980926514,21275.0,-0.1476941039112668,0.03899833551313577,,"ACOG liquidity status is Thin / Needs Review using local close and volume rows only. Average 20-day dollar volume is 189,781 when calculable."
ACON,Thin / Needs Review,30,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",40890.15,131893.92661721708,3.1596999168395996,13203.0,-0.3103326840327072,0.023226639712424474,,"ACON liquidity status is Thin / Needs Review using local close and volume rows only. Average 20-day dollar volume is 131,894 when calculable."
ACRS,Moderate Liquidity,47,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",1192708.4,5573821.207394695,4.590000152587891,374468.0,-0.4643840858335533,0.03002084416857189,,"ACRS liquidity status is Moderate Liquidity using local close and volume rows only. Average 20-day dollar volume is 5,573,821 when calculable."
ACRV,Thin / Needs Review,30,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",515468.35,976768.5849203169,1.6699999570846558,334967.0,-0.15976722916159636,0.04988234025387105,,"ACRV liquidity status is Thin / Needs Review using local close and volume rows only. Average 20-day dollar volume is 976,769 when calculable."
ACT,Moderate Liquidity,60,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",310416.95,13352811.258773994,42.564998626708984,130139.0,-0.24763193504736136,0.014790811639326907,,"ACT liquidity status is Moderate Liquidity using local close and volume rows only. Average 20-day dollar volume is 13,352,811 when calculable."
ACTG,Thin / Needs Review,35,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",238522.05,1141088.7283438207,4.699999809265137,104641.0,-0.3264849098856897,0.019094729770836205,,"ACTG liquidity status is Thin / Needs Review using local close and volume rows only. Average 20-day dollar volume is 1,141,089 when calculable."
ACTU,Thin / Needs Review,30,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",120302.75,337351.705524385,2.075000047683716,112555.0,-0.17698473226921252,0.05091803951855145,,"ACTU liquidity status is Thin / Needs Review using local close and volume rows only. Average 20-day dollar volume is 337,352 when calculable."
ACXP,Thin / Needs Review,30,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",119757.95,240985.85377498865,1.950000047683716,78859.0,-0.047480355166400146,0.039707510212281916,,"ACXP liquidity status is Thin / Needs Review using local close and volume rows only. Average 20-day dollar volume is 240,986 when calculable."
ADAC,Thin / Needs Review,35,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",4781.5,47500.88536834716,9.989999771118164,830.0,-0.12454250758130292,0.0009144571097304274,,"ADAC liquidity status is Thin / Needs Review using local close and volume rows only. Average 20-day dollar volume is 47,501 when calculable."
ADAG,Thin / Needs Review,38,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",114934.35,421256.28931440116,3.825000047683716,242287.0,0.44323607346280713,0.03260212411397054,,"ADAG liquidity status is Thin / Needs Review using local close and volume rows only. Average 20-day dollar volume is 421,256 when calculable."
ADAM,Moderate Liquidity,47,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",911495.1,8025013.431145,9.1899995803833,301202.0,-0.49375438222322854,0.03925348442357098,,"ADAM liquidity status is Moderate Liquidity using local close and volume rows only. Average 20-day dollar volume is 8,025,013 when calculable."
ADBE,Liquid,80,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",4319907.85,1072584820.6988022,239.15499877929688,2346357.0,-0.15470155225649074,0.020417575155798465,,"ADBE liquidity status is Liquid using local close and volume rows only. Average 20-day dollar volume is 1,072,584,821 when calculable."
ADEA,Liquid,72,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",2373701.1,70947870.07518081,28.13999938964844,888017.0,-0.4415785542670052,0.057255197369000865,,"ADEA liquidity status is Liquid using local close and volume rows only. Average 20-day dollar volume is 70,947,870 when calculable."
ADGM,Thin / Needs Review,38,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",123812.0,109694.52058428526,0.785099983215332,31040.0,1.2697961425386879,0.05938323047840839,,"ADGM liquidity status is Thin / Needs Review using local close and volume rows only. Average 20-day dollar volume is 109,695 when calculable."
ADI,Liquid,88,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",4260377.65,1743285386.407933,415.9775085449219,2068553.0,0.4300024787708665,0.024599751495098326,,"ADI liquidity status is Liquid using local close and volume rows only. Average 20-day dollar volume is 1,743,285,386 when calculable."
ADIL,Thin / Needs Review,20,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",213122.2,404793.70588693616,2.244999885559082,67344.0,-0.16137877705842008,0.08534250924260992,,"ADIL liquidity status is Thin / Needs Review using local close and volume rows only. Average 20-day dollar volume is 404,794 when calculable."
ADM,Liquid,85,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",4172516.6,326618741.28236544,80.0999984741211,1765532.0,-0.29977357070310995,0.017103366742128392,,"ADM liquidity status is Liquid using local close and volume rows only. Average 20-day dollar volume is 326,618,741 when calculable."
ADMA,Liquid,72,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",6684781.5,59923525.49851012,7.900000095367432,1945030.0,-0.5164141116654299,0.04191293746913417,,"ADMA liquidity status is Liquid using local close and volume rows only. Average 20-day dollar volume is 59,923,525 when calculable."
ADP,Liquid,80,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",2888017.75,620540351.5631866,217.5,983855.0,-0.2564827553431761,0.025144361479971063,,"ADP liquidity status is Liquid using local close and volume rows only. Average 20-day dollar volume is 620,540,352 when calculable."
ADPT,Moderate Liquidity,55,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",1687537.0,23338044.577410698,13.93000030517578,1365840.0,-0.2296536312981582,0.03285549085056592,,"ADPT liquidity status is Moderate Liquidity using local close and volume rows only. Average 20-day dollar volume is 23,338,045 when calculable."
ADSE,Thin / Needs Review,27,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",4255.0,48393.900113105774,11.869999885559082,5100.0,-0.3748531139835488,0.017970202607577427,,"ADSE liquidity status is Thin / Needs Review using local close and volume rows only. Average 20-day dollar volume is 48,394 when calculable."
ADSK,Liquid,85,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",1821349.85,439181820.9062134,238.5,920397.0,0.007746754419531099,0.0181429622341583,,"ADSK liquidity status is Liquid using local close and volume rows only. Average 20-day dollar volume is 439,181,821 when calculable."
ADTN,Moderate Liquidity,45,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",2807958.1,46028799.27603607,19.39430046081543,4964662.0,-0.12181296437436162,0.06497561460626218,,"ADTN liquidity status is Moderate Liquidity using local close and volume rows only. Average 20-day dollar volume is 46,028,799 when calculable."
ADTX,Thin / Needs Review,28,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",1499475.35,905844.2753016755,0.1890999972820282,4568085.0,2.5080650042029697,0.15954329566538686,,"ADTX liquidity status is Thin / Needs Review using local close and volume rows only. Average 20-day dollar volume is 905,844 when calculable."
ADUR,Moderate Liquidity,55,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",410103.75,5745846.671438217,15.18000030517578,315975.0,-0.13881548266749577,0.05943148270779683,,"ADUR liquidity status is Moderate Liquidity using local close and volume rows only. Average 20-day dollar volume is 5,745,847 when calculable."
ADUS,Moderate Liquidity,52,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",285329.15,27398538.307024382,93.70500183105467,144583.0,-0.4025966151723369,0.016736048814843963,,"ADUS liquidity status is Moderate Liquidity using local close and volume rows only. Average 20-day dollar volume is 27,398,538 when calculable."
ADV,Thin / Needs Review,28,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",98666.5,3747300.516691208,38.5099983215332,121030.0,0.3010089544070176,0.06822591161786411,,"ADV liquidity status is Thin / Needs Review using local close and volume rows only. Average 20-day dollar volume is 3,747,301 when calculable."
ADVB,Thin / Needs Review,12,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",312097.15,1831510.902684927,3.880000114440918,13143.0,-0.947424704134594,0.0781643702321162,,"ADVB liquidity status is Thin / Needs Review using local close and volume rows only. Average 20-day dollar volume is 1,831,511 when calculable."
AEAQ,Thin / Needs Review,27,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",4350.0,43365.17598628998,9.979999542236328,1000.0,-0.9126436781609195,0.001036558717006215,,"AEAQ liquidity status is Thin / Needs Review using local close and volume rows only. Average 20-day dollar volume is 43,365 when calculable."
AEBI,Thin / Needs Review,30,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",292721.15,3414938.299890137,12.68000030517578,70523.0,-0.24602441606969638,0.049243058744724726,,"AEBI liquidity status is Thin / Needs Review using local close and volume rows only. Average 20-day dollar volume is 3,414,938 when calculable."
AEC,Thin / Needs Review,22,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",59879.55,286172.79645204544,4.670000076293945,11891.0,-0.39247706437339636,0.038563305469952076,,"AEC liquidity status is Thin / Needs Review using local close and volume rows only. Average 20-day dollar volume is 286,173 when calculable."
AEE,Liquid,85,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",1767555.6,194442644.78759614,111.08499908447266,582712.0,-0.13245026068769783,0.011585202292627461,,"AEE liquidity status is Liquid using local close and volume rows only. Average 20-day dollar volume is 194,442,645 when calculable."
AEHL,Liquid,62,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",28009653.3,54217553.87398237,1.3899999856948853,568466.0,-0.9524452093093205,0.37033427600445856,,"AEHL liquidity status is Liquid using local close and volume rows only. Average 20-day dollar volume is 54,217,554 when calculable."
AEHR,Liquid,70,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",2673108.55,251617109.80989304,103.37010192871094,2362471.0,-0.20734449785063902,0.07720120670103067,,"AEHR liquidity status is Liquid using local close and volume rows only. Average 20-day dollar volume is 251,617,110 when calculable."
AEI,Thin / Needs Review,30,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",13919.75,23412.495018929243,1.6399999856948853,13195.0,-0.10781443632249144,0.046038469094934,,"AEI liquidity status is Thin / Needs Review using local close and volume rows only. Average 20-day dollar volume is 23,412 when calculable."
AEIS,Liquid,80,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",978815.55,333488958.41000825,329.2099914550781,702111.0,-0.18311248733226615,0.03997225720289215,,"AEIS liquidity status is Liquid using local close and volume rows only. Average 20-day dollar volume is 333,488,958 when calculable."
AEMD,Thin / Needs Review,28,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",1416048.9,3890768.0682050944,3.0299999713897705,15684878.0,2.7808126541392744,0.06077604042386332,,"AEMD liquidity status is Thin / Needs Review using local close and volume rows only. Average 20-day dollar volume is 3,890,768 when calculable."
AENT,Thin / Needs Review,30,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",31639.05,223490.2497838974,6.420000076293945,13881.0,-0.12967677600939342,0.04240147196603815,,"AENT liquidity status is Thin / Needs Review using local close and volume rows only. Average 20-day dollar volume is 223,490 when calculable."
AEP,Liquid,85,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",4795744.7,624542053.4761765,129.47999572753906,2071694.0,-0.06558020071418735,0.015637191202311267,,"AEP liquidity status is Liquid using local close and volume rows only. Average 20-day dollar volume is 624,542,053 when calculable."
AERT,Thin / Needs Review,30,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",142751.75,95545.50222250819,0.7598999738693237,52335.0,-0.2711332785762697,0.033856124923671405,,"AERT liquidity status is Thin / Needs Review using local close and volume rows only. Average 20-day dollar volume is 95,546 when calculable."
AES,Liquid,85,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",12224541.0,176633886.2160902,14.675000190734863,6844620.0,-0.181302267299852,0.004372467030107178,,"AES liquidity status is Liquid using local close and volume rows only. Average 20-day dollar volume is 176,633,886 when calculable."
AEVA,Liquid,70,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",2705150.6,53703122.160413936,29.229900360107425,4426912.0,0.1562100830911224,0.0919027031885234,,"AEVA liquidity status is Liquid using local close and volume rows only. Average 20-day dollar volume is 53,703,122 when calculable."
AEYE,Thin / Needs Review,22,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",134296.4,999438.6845996857,7.494999885559082,58228.0,-0.4207916221134743,0.03169439358290722,,"AEYE liquidity status is Thin / Needs Review using local close and volume rows only. Average 20-day dollar volume is 999,439 when calculable."
AFBI,Thin / Needs Review,35,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",9316.25,209217.84502506256,22.479999542236328,3125.0,-0.21803300684288207,0.0006548626715489171,,"AFBI liquidity status is Thin / Needs Review using local close and volume rows only. Average 20-day dollar volume is 209,218 when calculable."
AFCG,Thin / Needs Review,22,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",382515.45,1197656.1234125732,3.660000085830689,71009.0,-0.4179011592865073,0.04394169206110463,,"AFCG liquidity status is Thin / Needs Review using local close and volume rows only. Average 20-day dollar volume is 1,197,656 when calculable."
AFJK,Thin / Needs Review,38,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",3123.45,132667.47897224425,45.31999969482422,1169.0,0.656437593046151,0.04221397428715903,,"AFJK liquidity status is Thin / Needs Review using local close and volume rows only. Average 20-day dollar volume is 132,667 when calculable."
AFL,Liquid,85,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",2204862.95,254733692.52293625,114.4250030517578,1705159.0,0.021429381812597237,0.010508700688756402,,"AFL liquidity status is Liquid using local close and volume rows only. Average 20-day dollar volume is 254,733,693 when calculable."
AFRI,Thin / Needs Review,27,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",20767.45,209255.80123615265,10.0,2849.0,-0.5478597516787088,0.01296212977885481,,"AFRI liquidity status is Thin / Needs Review using local close and volume rows only. Average 20-day dollar volume is 209,256 when calculable."
AFRM,Liquid,80,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",5345466.85,353362541.06959915,69.65499877929688,4493737.0,-0.04662257890533905,0.03098498330015402,,"AFRM liquidity status is Liquid using local close and volume rows only. Average 20-day dollar volume is 353,362,541 when calculable."
AFYA,Thin / Needs Review,35,local close and volume,"bid-ask spread, order book depth, float turnover, market-impact estimate",83599.5,1174947.1744790077,13.8149995803833,154290.0,0.1203177052494333,0.015761874010970255,,"AFYA liquidity status is Thin / Needs Review using local close and volume rows only. Average 20-day dollar volume is 1,174,947 when calculable."
